,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_id,Gene_desc
666,Tb927.11.850:mRNA-p1,Tb927.11.850:mRNA-p1,4,4,4,,1,4,4,4,3,2,2,0,3,2,2,0,3,2,2,0,22.4,22.4,22.4,27.013,246,246,15.3,3.0,,2.0,,,,2.0,,0.0,27.635,By MS/MS,By MS/MS,By MS/MS,,14.2,11.8,8.9,0.0,709560,307440,308540,93581,0,50683.0,21960.0,22038.0,6684.3,0.0,288460.0,0,364970,0.0,4,3,2,0,9,,,,666,535;983;3959;4655,True;True;True;True,568;1069;4357;5097,1222;1223;1224;2321;9580;11203;11204,1411;1412;1413;2676;2677;11325;13246;13247;13248,1413;2677;11325;13247,,,Tb927.11.850,"protein kinase, putative"
667,Tb927.11.870:mRNA-p1,Tb927.11.870:mRNA-p1,4,4,4,,1,4,4,4,3,3,3,0,3,3,3,0,3,3,3,0,18.3,18.3,18.3,28.776,246,246,17.7,3.0,,3.0,,,,3.0,,0.0,35.328,By MS/MS,By MS/MS,By MS/MS,,12.2,15.0,12.2,0.0,1041200,508370,425030,107800,0,57844.0,28243.0,23613.0,5989.0,0.0,519930.0,353830,405810,0.0,4,4,3,0,11,,,,667,3109;3718;5074;5145,True;True;True;True,3369;4090;5556;5633,7395;7396;7397;8959;8960;8961;12254;12421;12422,8719;8720;8721;10582;10583;10584;10585;14632;14633;14828;14829,8721;10585;14633;14828,,,Tb927.11.870,"hypothetical protein, conserved"
668,Tb927.11.8770:mRNA-p1,Tb927.11.8770:mRNA-p1,8,8,8,,1,8,8,8,7,2,0,6,7,2,0,6,7,2,0,6,20.9,20.9,20.9,45.516000000000005,401,401,20.8,,7.0,,,,8.0,,2.0,0.0,54.028999999999996,By MS/MS,By MS/MS,,By MS/MS,18.5,5.7,0.0,17.2,1950100,1214200,64501,0,671430,97504.0,60708.0,3225.0,0.0,33571.0,245120.0,254040,0,367980.0,7,2,0,9,18,,,,668,428;867;1371;1604;1678;2936;4841;5315,True;True;True;True;True;True;True;True,456;937;1497;1747;1824;3182;5296;5297;5819,956;2034;2035;2036;3186;3187;3188;3749;3916;3917;6945;6946;11646;11647;11648;11649;12884,1086;2360;2361;2362;3650;3651;3652;4322;4521;4522;8201;8202;8203;13813;13814;13815;13816;15358,1086;2360;3650;4322;4521;8202;13814;15358,438;439,183;223,Tb927.11.8770,"ATP-dependent RNA helicase FAL1, putative"
669,Tb927.11.8800:mRNA-p1,Tb927.11.8800:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,8.7,8.7,8.7,30.621,277,277,1.0,2.0,,,,,,,,0.0,13.987,By MS/MS,,,,8.7,0.0,0.0,0.0,560600,560600,0,0,0,31144.0,31144.0,0.0,0.0,0.0,560600.0,0,0,0.0,2,0,0,0,2,,,,669,1375;4376,True;True,1501;4798,3199;10538,3665;12445,3665;12445,,,Tb927.11.8800,"hypothetical protein, conserved"
670,Tb927.11.8870:mRNA-p1,Tb927.11.8870:mRNA-p1,8,8,8,,1,8,8,8,8,0,0,2,8,0,0,2,8,0,0,2,16.1,16.1,16.1,60.659,546,546,8.0,,8.0,,,,2.0,,,0.0,55.507,By MS/MS,,,By MS/MS,16.1,0.0,0.0,3.7,1357500,1297900,0,0,59669,37709.0,36051.0,0.0,0.0,1657.5,286200.0,0,0,63028.0,9,0,0,2,11,,,,670,838;1990;2527;2761;4049;4746;4842;4978,True;True;True;True;True;True;True;True,905;2168;2738;2999;4453;5196;5298;5447,1961;4665;5988;5989;6596;9796;11418;11419;11650;11990,2273;5399;7045;7046;7770;11568;13507;13508;13817;14225;14226,2273;5399;7046;7770;11568;13507;13817;14225,,,Tb927.11.8870,"DEAD-box ATP-dependent RNA helicase, mitochondrial"
671,Tb927.11.8880:mRNA-p1,Tb927.11.8880:mRNA-p1,8,8,8,,1,8,8,8,7,2,3,6,7,2,3,6,7,2,3,6,32.2,32.2,32.2,40.692,379,379,16.4,1.0,8.0,,3.0,,6.0,,2.0,0.0,60.983000000000004,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.0,7.7,10.6,23.7,5024900,3944300,65005,149040,866540,358920.0,281730.0,4643.2,10646.0,61896.0,732220.0,239590,268650,655690.0,11,3,3,8,25,,,,671,380;554;576;1857;2450;4566;4743;5458,True;True;True;True;True;True;True;True,406;590;615;2017;2653;4997;5193;5983,844;1292;1293;1294;1352;1353;1354;1355;4341;4342;5803;5804;5805;10964;11410;11411;11412;11413;11414;13272,949;1500;1501;1502;1578;1579;1580;5006;5007;5008;6833;6834;6835;6836;6837;6838;12946;12947;13498;13499;13500;13501;13502;13503;15822,949;1500;1578;5007;6834;12947;13498;15822,,,Tb927.11.8880,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative"
672,Tb927.11.8990:mRNA-p1,Tb927.11.8990:mRNA-p1,1,1,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,2.8,2.8,2.8,41.11600000000001,391,391,14.7,1.0,1.0,,,,,1.0,,0.00090253,7.1195,By MS/MS,By MS/MS,,,2.8,2.8,0.0,0.0,333550,305800,27741,0,0,33355.0,30580.0,2774.1,0.0,0.0,264830.0,0,0,0.0,2,1,0,0,3,,,,672,1784,True,1936,4173;4174;4175,4813;4814;4815,4813,,,Tb927.11.8990,"cation transporter, putative"
673,Tb927.11.900:mRNA-p1,Tb927.11.900:mRNA-p1,2,1,1,,1,2,1,1,2,0,0,0,1,0,0,0,1,0,0,0,5.6,3.1,3.1,46.77,413,413,2.0,,1.0,,,,,,,0.00096246,8.8962,By MS/MS,,,,5.6,0.0,0.0,0.0,126130,126130,0,0,0,5733.0,5733.0,0.0,0.0,0.0,29965.0,0,0,0.0,2,0,0,0,2,,,,673,618;5115,False;True,659;5600,1455;12347,1705;14751;14752,1705;14752,,,Tb927.11.900,"isocitrate dehydrogenase, putative"
674,Tb927.11.9130:mRNA-p1,Tb927.11.9130:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,8.0,8.0,8.0,52.331,463,463,2.0,,3.0,,,,,,,0.0,21.144000000000002,By MS/MS,,,,8.0,0.0,0.0,0.0,328400,328400,0,0,0,14278.0,14278.0,0.0,0.0,0.0,78021.0,0,0,0.0,3,0,0,0,3,,,,674,1000;5274;5754,True;True;True,1087;5773;6305,2371;12760;14009,2736;15224;16697,2736;15224;16697,,,Tb927.11.9130,Replication factor A protein 1
675,Tb927.11.9350:mRNA-p1,Tb927.11.9350:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,11.6,11.6,11.6,42.313,397,397,2.0,,5.0,,,,,,,0.0,35.111999999999995,By MS/MS,,,,11.6,0.0,0.0,0.0,480590,480590,0,0,0,34328.0,34328.0,0.0,0.0,0.0,114180.0,0,0,0.0,6,0,0,0,6,,,,675,1063;1107;1739;3349;5012,True;True;True;True;True,1155;1201;1886;3625;5484,2479;2581;4067;7951;12068,2860;2980;4703;9376;14316;14317,2860;2980;4703;9376;14316,,,Tb927.11.9350,"phosphonopyruvate decarboxylase-like protein, putative"
676,Tb927.11.9360:mRNA-p1,Tb927.11.9360:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,5.1,5.1,5.1,54.515,490,490,2.0,,2.0,,,,,,,0.0,12.685,By MS/MS,,,,5.1,0.0,0.0,0.0,84202,84202,0,0,0,4210.1,4210.1,0.0,0.0,0.0,20005.0,0,0,0.0,3,0,0,0,3,,,,676,1031;1452,True;True,1121;1581,2430;3367,2804;2805;3878,2804;3878,,,Tb927.11.9360,"prenyltransferase, putative"
677,Tb927.11.9420:mRNA-p1,Tb927.11.9420:mRNA-p1,3,3,3,,1,3,3,3,2,3,0,0,2,3,0,0,2,3,0,0,17.1,17.1,17.1,24.788,216,216,25.0,2.0,,,,,,3.0,,0.0,24.616999999999997,By MS/MS,By MS/MS,,,12.5,17.1,0.0,0.0,482670,168740,313920,0,0,48267.0,16874.0,31392.0,0.0,0.0,187860.0,256100,0,0.0,2,4,0,0,6,,,,677,95;3636;5896,True;True;True,100;4001;6467,208;209;8787;8788;14361,258;259;260;10373;10374;17124,258;10374;17124,,,Tb927.11.9420,"ATP synthase, putative"
678,Tb927.11.9470:mRNA-p1,Tb927.11.9470:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4,5.4,5.4,37.113,353,353,2.0,,1.0,,,,,,,0.00096993,9.538,By MS/MS,,,,5.4,0.0,0.0,0.0,76533,76533,0,0,0,9566.7,9566.7,0.0,0.0,0.0,18183.0,0,0,0.0,1,0,0,0,1,,,,678,1848,True,2006,4312,4970,4970,,,Tb927.11.9470,"ADP-ribosylation factor GTPase activating protein, putative"
679,Tb927.11.9490:mRNA-p1,Tb927.11.9490:mRNA-p1,1,1,1,,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,4.1,4.1,4.1,38.123000000000005,343,343,32.0,,,,,,1.0,,,0.0049221,6.5674,,,,By MS/MS,0.0,0.0,0.0,4.1,83140,0,0,0,83140,5938.6,0.0,0.0,0.0,5938.6,0.0,0,0,56976.0,0,0,0,1,1,,,,679,5404,True,5922,13146,15678,15678,,,Tb927.11.9490,"CobW/HypB/UreG, nucleotide-binding domain containing protein, putative"
680,Tb927.11.9530:mRNA-p1,Tb927.11.9530:mRNA-p1,13,13,13,,1,13,13,13,8,9,7,2,8,9,7,2,8,9,7,2,54.2,54.2,54.2,30.31,262,262,19.7,10.0,,8.0,,2.0,,11.0,,0.0,83.859,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.3,39.3,26.7,9.2,4259000,1302400,2130300,706970,119380,283930.0,86825.0,142020.0,47131.0,7958.5,1217800.0,1646100,2101900,1481600.0,10,12,8,2,32,,,,680,493;871;887;1345;2464;3347;3548;3744;3753;3989;4217;5642;5890,True;True;True;True;True;True;True;True;True;True;True;True;True,523;942;963;1468;2668;3623;3879;3880;4116;4126;4388;4629;6180;6459,1100;1101;1102;1103;2043;2084;2085;3137;3138;5832;5833;5834;5835;7949;8510;8511;8512;8513;8514;8515;8516;8517;9048;9049;9050;9066;9667;9668;10120;13737;14346,1260;1261;1262;1263;1264;2370;2419;2420;2421;3591;3592;6869;6870;6871;6872;9374;10009;10010;10011;10012;10013;10014;10015;10016;10686;10687;10688;10706;11414;11415;11958;16367;17105,1260;2370;2420;3591;6869;9374;10009;10688;10706;11414;11958;16367;17105,440;441;442;443;444,50;54;60;74;106,Tb927.11.9530,14-3-3 protein 1
681,Tb927.11.9550:mRNA-p1,Tb927.11.9550:mRNA-p1,6,6,6,,1,6,6,6,4,5,2,2,4,5,2,2,4,5,2,2,22.6,22.6,22.6,37.586,341,341,18.9,3.0,4.0,2.0,,,2.0,5.0,,0.0,43.57,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.8,20.2,5.3,8.8,1359100,802780,369220,99146,88003,67957.0,40139.0,18461.0,4957.3,4400.2,180550.0,344150,486050,156850.0,4,6,2,3,15,,,,681,711;1149;2200;2452;4403;4904,True;True;True;True;True;True,764;1250;2391;2655;4825;5365,1664;1665;1666;2674;5157;5158;5807;5808;5809;10605;10606;10607;10608;11844;11845;11846,1925;1926;1927;3095;5979;5980;5981;5982;6840;6841;12518;12519;12520;14047;14048;14049,1925;3095;5980;6840;12518;14048,,,Tb927.11.9550,"replication factor C, subunit 4, putative"
682,Tb927.11.9570:mRNA-p1,Tb927.11.9570:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.0,3.0,3.0,32.961999999999996,298,298,1.0,1.0,,,,,,,,0.00090334,7.1273,By MS/MS,,,,3.0,0.0,0.0,0.0,38030,38030,0,0,0,2376.9,2376.9,0.0,0.0,0.0,38030.0,0,0,0.0,1,0,0,0,1,,,,682,5670,True,6210,13803,16451,16451,,,Tb927.11.9570,"hypothetical protein, conserved"
683,Tb927.11.9590:mRNA-p1,Tb927.11.9590:mRNA-p1,6,6,6,,1,6,6,6,6,0,0,0,6,0,0,0,6,0,0,0,14.9,14.9,14.9,48.446999999999996,437,437,2.0,,7.0,,,,,,,0.0,39.21,By MS/MS,,,,14.9,0.0,0.0,0.0,1465400,1465400,0,0,0,73268.0,73268.0,0.0,0.0,0.0,326240.0,0,0,0.0,7,0,0,0,7,,,,683,444;813;2263;2680;3355;4652,True;True;True;True;True;True,472;876;2456;2906;3632;3633;5094,984;1887;5300;6410;7972;7973;11197,1119;2187;6192;7542;9395;9396;13241,1119;2187;6192;7542;9395;13241,445,177,Tb927.11.9590,"S-adenosylhomocysteine hydrolase, putative"
684,Tb927.11.9600:mRNA-p1,Tb927.11.9600:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,6.1,6.1,6.1,34.241,295,295,1.0,1.0,,,,,,,,0.0049302,6.5687,By MS/MS,,,,6.1,0.0,0.0,0.0,197390,197390,0,0,0,15184.0,15184.0,0.0,0.0,0.0,197390.0,0,0,0.0,3,0,0,0,3,,,,684,421,True,448,947,1072;1073;1074,1073,,,Tb927.11.9600,"hypothetical protein, conserved"
685,Tb927.11.9630:mRNA-p1,Tb927.11.9630:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.4,4.4,4.4,25.504,228,228,1.0,1.0,,,,,,,,0.0041528,6.6423,By MS/MS,,,,4.4,0.0,0.0,0.0,31566,31566,0,0,0,3156.6,3156.6,0.0,0.0,0.0,31566.0,0,0,0.0,3,0,0,0,3,,,,685,533,True,566,1216,1402;1403;1404,1402,,,Tb927.11.9630,"Snf7, putative"
686,Tb927.11.9670:mRNA-p1,Tb927.11.9670:mRNA-p1,3,3,3,,1,3,3,3,0,0,0,3,0,0,0,3,0,0,0,3,12.0,12.0,12.0,41.141999999999996,375,375,32.0,,,,,,3.0,,,0.0,21.244,,,,By MS/MS,0.0,0.0,0.0,12.0,103680,0,0,0,103680,4712.7,0.0,0.0,0.0,4712.7,0.0,0,0,71052.0,0,0,0,3,3,,,,686,270;4641;4709,True;True;True,286;5083;5157,603;11157;11324,685;13196;13387,685;13196;13387,,,Tb927.11.9670,"aminomethyltransferase, mitochondrial, putative"
687,Tb927.11.970:mRNA-p1,Tb927.11.970:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,17.5,17.5,17.5,23.691,211,211,1.0,5.0,,,,,,,,0.0,20.96,By MS/MS,,,,17.5,0.0,0.0,0.0,678360,678360,0,0,0,56530.0,56530.0,0.0,0.0,0.0,549700.0,0,0,0.0,5,0,0,0,5,,,,687,3135;3935;5319,True;True;True,3398;4331;5823;5824,7451;7452;9525;12891;12892,8777;8778;11270;15364;15365,8777;11270;15365,446,15,Tb927.11.970,"hypothetical protein, conserved"
688,Tb927.11.9890:mRNA-p1,Tb927.11.9890:mRNA-p1,1,1,1,,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3.3,3.3,3.3,63.526,582,582,32.0,,,,,,1.0,,,0.00091743,7.2472,,,,By MS/MS,0.0,0.0,0.0,3.3,49894,0,0,0,49894,1663.1,0.0,0.0,0.0,1663.1,0.0,0,0,34192.0,0,0,0,2,2,,,,688,2037,True,2220,4786,5550;5551,5551,,,Tb927.11.9890,"signal recognition particle receptor alpha subunit, putative"
689,Tb927.11.9930:mRNA-p1,Tb927.11.9930:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,13.7,13.7,13.7,30.326999999999998,256,256,41.0,,,,,,,2.0,,0.0,15.288,,By MS/MS,,,0.0,13.7,0.0,0.0,194150,0,194150,0,0,13868.0,0.0,13868.0,0.0,0.0,0.0,170210,0,0.0,0,3,0,0,3,,,,689,794;1370,True;True,854;1496,1829;3185,2113;2114;3649,2113;3649,,,Tb927.11.9930,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
690,Tb927.11.9940:mRNA-p1,Tb927.11.9940:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,12.9,12.9,12.9,20.599,186,186,1.0,2.0,,,,,,,,0.0,14.07,By MS/MS,,,,12.9,0.0,0.0,0.0,204900,204900,0,0,0,22767.0,22767.0,0.0,0.0,0.0,204900.0,0,0,0.0,2,0,0,0,2,,,,690,3175;4718,True;True,3444;5166,7583;11341,8948;13407,8948;13407,,,Tb927.11.9940,"hypothetical protein, conserved"
692,Tb927.2.1680:mRNA-p1;Tb927.2.1560:mRNA-p1,Tb927.2.1680:mRNA-p1;Tb927.2.1560:mRNA-p1,4;4,4;4,4;4,;,2,4,4,4,4,0,0,0,4,0,0,0,4,0,0,0,18.9,18.9,18.9,21.165,196,196;196,1.0,4.0,,,,,,,,0.0,23.697,By MS/MS,,,,18.9,0.0,0.0,0.0,318860,318860,0,0,0,26572.0,26572.0,0.0,0.0,0.0,318860.0,0,0,0.0,6,0,0,0,6,,,,692,1615;2202;2304;5146,True;True;True;True,1759;2393;2499;5634,3776;5160;5408;12423,4347;5985;5986;6332;14830;14831,4347;5986;6332;14831,448,41,Tb927.2.1680,"peptidyl-prolyl cis-trans isomerase, putative"
693,Tb927.2.2130:mRNA-p1,Tb927.2.2130:mRNA-p1,7,7,7,,1,7,7,7,6,6,0,0,6,6,0,0,6,6,0,0,36.1,36.1,36.1,25.385,230,230,21.0,6.0,,,,,,6.0,,0.0,47.608000000000004,By MS/MS,By MS/MS,,,30.0,30.9,0.0,0.0,824350,399000,425350,0,0,51522.0,24938.0,26584.0,0.0,0.0,393370.0,378540,0,0.0,7,6,0,0,13,,,,693,893;1762;1837;2654;3483;3802;4514,True;True;True;True;True;True;True,969;1912;1995;2878;3782;4182;4943,2096;4128;4129;4292;4293;6352;6353;8255;8256;9219;10842;10843,2431;4768;4769;4950;4951;4952;7477;7478;9706;9707;10893;12785;12786,2431;4768;4952;7477;9706;10893;12785,449,1,Tb927.2.2130,"small GTP-binding protein RAB6, putative"
694,Tb927.2.2160:mRNA-p1,Tb927.2.2160:mRNA-p1,6,6,6,,1,6,6,6,3,2,0,6,3,2,0,6,3,2,0,6,19.5,19.5,19.5,37.731,329,329,25.5,,3.0,,,,6.0,2.0,,0.0,44.806000000000004,By MS/MS,By MS/MS,,By MS/MS,8.2,6.1,0.0,19.5,773120,198790,93155,0,481170,42951.0,11044.0,5175.3,0.0,26732.0,85457.0,101700,0,271490.0,2,2,0,7,11,,,,694,917;1039;1843;2643;2976;4531,True;True;True;True;True;True,997;1129;2001;2867;3222;4960,2149;2150;2440;2441;2442;4304;4305;6337;7030;7031;10873,2493;2494;2817;2818;2819;4963;4964;7461;8300;8301;12815;12816,2494;2818;4964;7461;8301;12816,,,Tb927.2.2160,"paraflagellar rod component, putative"
695,Tb927.2.2440:mRNA-p1,Tb927.2.2440:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.3,2.3,2.3,57.323,513,513,2.0,,1.0,,,,,,,0.0064882,6.4617,By MS/MS,,,,2.3,0.0,0.0,0.0,78447,78447,0,0,0,3137.9,3137.9,0.0,0.0,0.0,18637.0,0,0,0.0,2,0,0,0,2,,,,695,3628,True,3993,8774,10357;10358,10358,,,Tb927.2.2440,proteasome regulatory non-ATPase subunit 6
696,Tb927.2.2520:mRNA-p1;Tb927.2.2510:mRNA-p1,Tb927.2.2520:mRNA-p1;Tb927.2.2510:mRNA-p1,15;15,15;15,15;15,;,2,15,15,15,8,14,4,6,8,14,4,6,8,14,4,6,64.4,64.4,64.4,29.189,270,270;270,28.2,9.0,2.0,4.0,,7.0,3.0,22.0,4.0,0.0,124.56,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.1,64.4,17.0,20.0,33768000,8678300,21807000,782560,2499800,2412000.0,619880.0,1557600.0,55897.0,178560.0,7086400.0,23151000,5550800,17259000.0,15,41,5,9,70,,,,696,630;1991;2043;2129;2746;2780;2948;3035;3185;3681;4396;4424;4818;4863;5574,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,672;2169;2227;2319;2980;3018;3194;3287;3456;4048;4818;4846;5269;5324;6110,1478;1479;1480;4666;4667;4668;4669;4796;4797;4798;4799;5003;5004;6548;6549;6550;6636;6969;6970;7209;7210;7609;7610;7611;7612;8870;10580;10581;10582;10583;10584;10585;10586;10587;10588;10589;10590;10648;11571;11736;11737;11738;11739;11740;11741;13585;13586;13587;13588;13589;13590,1733;1734;1735;5400;5401;5402;5403;5562;5563;5564;5803;5804;5805;5806;5807;5808;7718;7719;7720;7721;7722;7829;7830;8227;8228;8512;8513;8514;8515;8978;8979;8980;8981;8982;8983;8984;10471;10472;10473;10474;12489;12490;12491;12492;12493;12494;12495;12496;12497;12498;12571;13726;13727;13925;13926;13927;13928;13929;13930;13931;13932;13933;13934;13935;16198;16199;16200;16201;16202;16203;16204,1734;5400;5562;5803;7721;7829;8227;8512;8980;10474;12494;12571;13726;13931;16201,,,Tb927.2.2520,Mitochondrial outer membrane protein porin 2
697,Tb927.2.2570:mRNA-p1,Tb927.2.2570:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,7.8,7.8,7.8,17.962,166,166,2.0,,1.0,,,,,,,0.004145899999999999,6.6268,By MS/MS,,,,7.8,0.0,0.0,0.0,77450,77450,0,0,0,7745.0,7745.0,0.0,0.0,0.0,18401.0,0,0,0.0,1,0,0,0,1,,,,697,3963,True,4361,9594,11338,11338,,,Tb927.2.2570,"hypothetical protein, conserved"
698,Tb927.2.2940:mRNA-p1,Tb927.2.2940:mRNA-p1,11,11,11,,1,11,11,11,11,1,0,2,11,1,0,2,11,1,0,2,49.2,49.2,49.2,32.208,299,299,5.64,8.0,14.0,,,,2.0,1.0,,0.0,76.529,By MS/MS,By MS/MS,,By MS/MS,49.2,4.0,0.0,7.7,5035000,4885300,59375,0,90381,296180.0,287370.0,3492.7,0.0,5316.5,1671700.0,0,0,105450.0,29,1,0,3,33,,,,698,585;615;849;1393;1951;2301;2925;3007;3107;3904;4083,True;True;True;True;True;True;True;True;True;True;True,624;656;917;1520;2118;2495;2496;3170;3255;3367;4298;4488,1374;1450;1451;1980;1981;1982;1983;3266;3267;3268;4536;5401;5402;5403;5404;5405;6918;7108;7109;7110;7111;7392;7393;9468;9855,1600;1601;1602;1699;1700;2296;2297;2298;2299;3764;3765;3766;3767;5243;6321;6322;6323;6324;6325;6326;6327;6328;6329;8177;8391;8392;8393;8394;8713;8714;8715;8716;8717;11203;11637,1601;1700;2298;3765;5243;6327;8177;8393;8715;11203;11637,450;451,116;248,Tb927.2.2940,"hypothetical protein, conserved"
699,Tb927.2.2970:mRNA-p1,Tb927.2.2970:mRNA-p1,10,10,10,,1,10,10,10,4,9,1,2,4,9,1,2,4,9,1,2,37.5,37.5,37.5,33.961999999999996,312,312,23.2,4.0,4.0,1.0,,1.0,2.0,9.0,,0.0,78.191,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.2,35.3,3.8,8.7,2789200,1135800,1453400,61087,138850,154950.0,63100.0,80746.0,3393.7,7713.7,650030.0,1318900,0,345140.0,6,10,1,3,20,,,,699,484;895;1812;1989;2184;3131;3153;4509;5340;5424,True;True;True;True;True;True;True;True;True;True,513;972;1970;2167;2375;3394;3418;4938;5845;5944,1069;2099;4252;4253;4254;4664;5123;5124;7442;7525;7526;10832;10833;10834;12942;12943;12944;12945;12946;12947;13190,1220;1221;2435;4907;4908;5398;5943;8766;8882;8883;8884;12775;12776;12777;15427;15428;15429;15430;15431;15734,1220;2435;4908;5398;5943;8766;8882;12776;15428;15734,452;453;454,27;178;187,Tb927.2.2970,mitochondrial carrier protein
700,Tb927.2.3160:mRNA-p1,Tb927.2.3160:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.6,2.6,2.6,45.916000000000004,429,429,2.0,,1.0,,,,,,,0.0025210000000000002,6.7742,By MS/MS,,,,2.6,0.0,0.0,0.0,90012,90012,0,0,0,5294.8,5294.8,0.0,0.0,0.0,21385.0,0,0,0.0,1,0,0,0,1,,,,700,5229,True,5723,12645,15095,15095,,,Tb927.2.3160,"Gar1/Naf1 RNA binding region, putative"
701,Tb927.2.3370:mRNA-p1,Tb927.2.3370:mRNA-p1,7,7,7,,1,7,7,7,6,1,0,3,6,1,0,3,6,1,0,3,22.5,22.5,22.5,43.687,377,377,16.0,1.0,6.0,,,,3.0,1.0,1.0,0.0,69.178,By MS/MS,By MS/MS,,By MS/MS,18.6,3.7,0.0,10.1,4942100,1530400,3229300,0,182410,214870.0,66538.0,140400.0,0.0,7930.7,400180.0,0,0,204560.0,9,1,0,4,14,,,,701,93;961;3405;3639;4546;5237;5788,True;True;True;True;True;True;True,98;1044;3686;4004;4976;5732;6344,206;2263;2264;2265;2266;8076;8793;8794;10911;12674;14087;14088,256;2616;2617;2618;9498;10380;10381;12878;15127;16790;16791;16792;16793;16794,256;2616;9498;10380;12878;15127;16793,,,Tb927.2.3370,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
702,Tb927.2.3800:mRNA-p1,Tb927.2.3800:mRNA-p1,6,6,6,,1,6,6,6,6,0,0,1,6,0,0,1,6,0,0,1,13.8,13.8,13.8,55.46,492,492,5.33,,8.0,,,,1.0,,,0.0,57.368,By MS/MS,,,By MS/MS,13.8,0.0,0.0,2.4,1340800,1299700,0,0,41096,60945.0,59077.0,0.0,0.0,1868.0,291370.0,0,0,0.0,11,0,0,1,12,,,,702,1218;2316;3620;3838;4678;4880,True;True;True;True;True;True,1323;1324;2511;3985;4224;5123;5341,2842;2843;5447;5448;8757;8758;9325;11261;11785,3275;3276;6396;6397;6398;10334;10335;10336;11013;13312;13313;13989,3276;6396;10336;11013;13313;13989,455,156,Tb927.2.3800,guide RNA associated protein 1
