Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Razor + unique peptides 1	Unique peptides 1	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Identification type 1	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/L 1	Ratio H/L normalized 1	Ratio H/L variability [%] 1	Ratio H/L count 1	Ratio H/L iso-count 1	Ratio H/L type 1	Sequence coverage 1 [%]	Intensity	Intensity L	Intensity H	Intensity 1	Intensity L 1	Intensity H 1	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.7.2420:mRNA-p1	Tb927.7.2420:mRNA-p1	3	3	3		1	3	3	3	3	3	3	6.6	6.6	6.6	55.344	501	501	3			3				0	4.7125	By MS/MS	0.51153	0.51449	3.9578	3	1	Plateau	0.51153	0.51449	3.9578	3	1	Plateau	6.6	461640	299010	162630	461640	299010	162630				1675	2239;2673;8902	True;True;True	2348;2795;9341	3099;3693;12541	4305;5161;17325	4305;5161;17325		
Tb927.7.2450:mRNA-p1	Tb927.7.2450:mRNA-p1	3	3	3		1	3	3	3	3	3	3	9.7	9.7	9.7	54.394	485	485	1	3						0	56.363	By MS/MS	1.0014	0.98422	6.6543	2	0	Median	1.0014	0.98422	6.6543	2	0	Median	9.7	1009300	676950	332330	1009300	676950	332330				1676	446;2655;4260	True;True;True	459;2777;4442	607;3667;5955	855;856;5123;5124;8291	856;5123;8291		
Tb927.7.2470:mRNA-p1	Tb927.7.2470:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.2	2.2	2.2	80.855	718	718	2.5	1			1			0	3.2542	By MS/MS	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	2.2	506250	459030	47221	506250	459030	47221				1677	5235	True	5453	7290;7291	10053;10054	10054		
Tb927.7.2500:mRNA-p1	Tb927.7.2500:mRNA-p1	16	15	15		1	16	15	15	16	15	15	39.6	36.8	36.8	48.475	437	437	3.32			13	6			0	34.01	By MS/MS	0.99983	0.99194	10.831	11	3	Leave out requantified	0.99983	0.99194	10.831	11	3	Leave out requantified	39.6	12677000	6525400	6151400	12677000	6525400	6151400				1678	1163;1838;1910;2248;3351;3859;4021;4429;4550;5381;6137;6597;7335;7982;8228;9223	True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True	1215;1923;2000;2357;3502;4023;4195;4617;4742;5604;6467;6937;7706;8377;8638;9690	1634;2548;2653;3112;3113;4650;4651;4652;4653;5377;5623;6189;6362;6363;7459;8650;9256;10351;10352;11267;11614;11615;13002	2259;3537;3687;4324;4325;6475;6476;6477;6478;6479;7509;7887;8582;8583;8810;8811;10278;11914;12718;12719;14213;14214;15496;16011;16012;17956	2259;3537;3687;4325;6475;7509;7887;8582;8811;10278;11914;12718;14214;15496;16012;17956		
Tb927.7.2540:mRNA-p1	Tb927.7.2540:mRNA-p1	1	1	1		1	1	1	1	1	1	1	6.6	6.6	6.6	25.088	226	226	5					1		0	4.6356	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	6.6	229900	106760	123140	229900	106760	123140				1679	5425	True	5654	7519	10354;10355;10356	10356	887	1
Tb927.7.2550:mRNA-p1	Tb927.7.2550:mRNA-p1	11	11	11		1	11	11	11	11	11	11	30.1	30.1	30.1	49.149	445	445	2.94		2	15	1			0	35.383	By MS/MS	1.0347	1.0293	10.231	9	1	Leave out requantified	1.0347	1.0293	10.231	9	1	Leave out requantified	30.1	2014300	1009600	1004600	2014300	1009600	1004600				1680	128;575;867;1035;2901;3352;3684;5171;5586;7572;8026	True;True;True;True;True;True;True;True;True;True;True	132;592;897;1074;3030;3503;3842;5384;5876;5877;5878;7955;7956;8423	178;780;1192;1439;4033;4654;5110;5111;5112;5113;7196;7807;7808;7809;7810;10705;10706;11318	258;259;1093;1656;2002;5624;5625;6480;7130;7131;7132;7133;7134;7135;9925;10772;10773;10774;10775;14699;14700;14701;15571;15572	258;1093;1656;2002;5625;6480;7134;9925;10773;14700;15572	888;889;890;891;892	66;180;393;397;411
Tb927.7.2580:mRNA-p1	Tb927.7.2580:mRNA-p1	2	2	2		1	2	2	2	2	2	2	6.1	6.1	6.1	68.383	638	638	2		2					0	7.5896	By MS/MS	0.94692	0.90374	28.578	2	0	Median	0.94692	0.90374	28.578	2	0	Median	6.1	966620	478600	488020	966620	478600	488020				1681	3153;4975	True;True	3298;5186	4371;6952	6077;9607	6077;9607		
Tb927.7.2640:mRNA-p1;Tb927.7.2650:mRNA-p1	Tb927.7.2640:mRNA-p1;Tb927.7.2650:mRNA-p1	3;2	3;2	3;2	;	2	3	3	3	3	3	3	7.1	7.1	7.1	50.853	453	453;537	2		4					0	14.759	By MS/MS	1.1204	1.0606	25.609	3	1	Median	1.1204	1.0606	25.609	3	1	Median	7.1	932730	472180	460550	932730	472180	460550				1682	1325;1621;5701	True;True;True	1382;1699;6009	1838;1839;2265;7979	2540;2541;3103;3104;10996	2541;3104;10996		
Tb927.7.2660:mRNA-p1	Tb927.7.2660:mRNA-p1	7	4	4		1	7	4	4	7	4	4	24.2	15.1	15.1	43.757	405	405	4				5			0	62.152	By MS/MS	1.0153	1.0172	13.298	5	0	Leave out requantified	1.0153	1.0172	13.298	5	0	Leave out requantified	24.2	6294500	3116200	3178300	6294500	3116200	3178300				1683	1600;2563;3980;4758;5553;7220;8801	False;False;True;True;True;True;False	1678;2684;4152;4956;5832;5833;7584;9239	2242;2243;3539;3540;5546;6647;7760;7761;10183;12421	3072;3073;3074;4922;4923;4924;7775;9187;9188;10714;10715;10716;10717;13980;13981;17159	3073;4922;7775;9187;10715;13981;17159	893	1
Tb927.7.2670:mRNA-p1	Tb927.7.2670:mRNA-p1	16	16	13		1	16	16	13	16	16	13	45.3	45.3	37.3	49.686	461	461	3.1	4	4	15	16			0	61.109	By MS/MS	1.1583	1.14	18.841	28	3	Leave out requantified	1.1583	1.14	18.841	28	3	Leave out requantified	45.3	53406000	25575000	27831000	53406000	25575000	27831000				1684	957;1600;1677;2563;2628;3183;3342;4225;4540;4812;5415;5603;7715;8801;8998;9143	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	992;1678;1755;1756;2684;2750;3329;3493;4406;4731;5012;5642;5643;5903;8104;9239;9444;9604;9605	1336;1337;1338;1339;2242;2243;2330;2331;3539;3540;3625;3626;3627;3628;4415;4639;4640;5905;6347;6348;6349;6350;6351;6723;7498;7499;7500;7501;7841;10913;12421;12690;12691;12692;12693;12897;12898;12899;12900	1873;1874;1875;1876;1877;3072;3073;3074;3190;3191;3192;4922;4923;4924;5044;5045;5046;5047;5048;5049;6140;6141;6142;6456;6457;6458;8239;8791;8792;8793;8794;8795;9287;10327;10328;10329;10330;10331;10332;10333;10334;10335;10815;14980;17159;17518;17519;17520;17521;17522;17523;17524;17818;17819;17820;17821;17822;17823;17824;17825	1873;3073;3191;4922;5046;6141;6456;8239;8793;9287;10333;10815;14980;17159;17520;17824	894;895;896;897	177;303;307;349
Tb927.7.2680:mRNA-p1	Tb927.7.2680:mRNA-p1	19	19	19		1	19	19	19	19	19	19	32.8	32.8	32.8	76.183	708	708	1.61	17	12	4				0	91.265	By MS/MS	1.013	0.96	18.057	26	2	Leave out requantified	1.013	0.96	18.057	26	2	Leave out requantified	32.8	34217000	17330000	16887000	34217000	17330000	16887000				1685	767;1165;1564;3090;3315;3997;4463;4665;5182;5468;5988;6272;6857;7198;7776;7777;7921;8782;8851	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	792;1218;1640;3234;3465;4170;4651;4861;5396;5705;6310;6604;7207;7560;8166;8167;8314;9220;9289	1045;1637;2174;2175;4282;4600;4601;5589;5590;5591;6235;6512;6513;7209;7210;7581;8448;8449;8835;9666;10151;10152;10993;10994;10995;10996;11182;11183;12396;12397;12398;12399;12478	1460;2262;2263;2988;2989;5964;6396;6397;7843;7844;7845;8646;9017;9018;9944;9945;10437;11642;11643;11644;11645;12149;13253;13927;13928;15091;15092;15093;15094;15095;15096;15097;15369;15370;15371;17123;17124;17125;17126;17127;17128;17129;17130;17237	1460;2262;2988;5964;6397;7845;8646;9018;9944;10437;11644;12149;13253;13928;15091;15096;15371;17127;17237	898;899	1;698
Tb927.7.270:mRNA-p1	Tb927.7.270:mRNA-p1	3	3	3		1	3	3	3	3	3	3	10	10	10	41.798	370	370	4				3			0	14.196	By MS/MS	1.2308	1.1988	11.515	3	0	Leave out requantified	1.2308	1.1988	11.515	3	0	Leave out requantified	10	944980	419900	525080	944980	419900	525080				1686	3243;5817;7102	True;True;True	3392;6127;7460	4505;8170;9996	6264;11267;13709	6264;11267;13709		
Tb927.7.2700:mRNA-p1	Tb927.7.2700:mRNA-p1	9	9	9		1	9	9	9	9	9	9	35.2	35.2	35.2	31.856	287	287	4.81				3	13		0	31.776	By MS/MS	1.0272	1.0693	2.47	2	0	Median	1.0272	1.0693	2.47	2	0	Median	35.2	1073700	554670	519000	1073700	554670	519000				1687	223;405;1929;2400;3761;5267;7009;8121;8224	True;True;True;True;True;True;True;True;True	230;231;416;417;2021;2515;3920;5486;7363;8522;8632;8633	314;315;555;556;557;558;2679;3311;5225;5226;7326;9852;11444;11445;11608;11609	440;441;442;443;444;445;446;447;778;779;780;781;782;3727;4597;7288;7289;7290;10104;13516;15769;15770;15771;15772;16003;16004	444;780;3727;4597;7289;10104;13516;15771;16003	900;901;902	189;235;255
Tb927.7.2740:mRNA-p1	Tb927.7.2740:mRNA-p1	1	1	1		1	1	1	1	1	1	1	8.3	8.3	8.3	19.538	180	180	5.5					1	1	0	3.016	By MS/MS	1.5727	1.5865	33.166	2	0	Median	1.5727	1.5865	33.166	2	0	Median	8.3	178340	83294	95041	178340	83294	95041				1688	297	True	306	419;420	595;596;597;598;599	595		
Tb927.7.2770:mRNA-p1	Tb927.7.2770:mRNA-p1	1	1	1		1	1	1	1	1	1	1	3.2	3.2	3.2	44.629	408	408	4				1			0.00055897	2.1851	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	3.2	82147	35299	46849	82147	35299	46849				1689	7981	True	8376	11266	15494;15495	15495		
Tb927.7.2780:mRNA-p1	Tb927.7.2780:mRNA-p1	3	3	3		1	3	3	3	3	3	3	20.5	20.5	20.5	12.723	117	117	6						3	0	4.7121	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	20.5	1158300	578820	579490	1158300	578820	579490				1690	3728;4236;6145	True;True;True	3887;4417;6475	5181;5919;8660	7230;7231;8254;11929	7231;8254;11929		
Tb927.7.2940:mRNA-p1;Tb927.7.2930:mRNA-p1;Tb927.7.2920:mRNA-p1;Tb927.7.2910:mRNA-p1;Tb927.7.2900:mRNA-p1;Tb927.7.2890:mRNA-p1;Tb927.7.2880:mRNA-p1;Tb927.7.2870:mRNA-p1;Tb927.7.2860:mRNA-p1;Tb927.7.2850:mRNA-p1;Tb927.7.2840:mRNA-p1;Tb927.7.2830:mRNA-p1;Tb927.7.2820:mRNA-p1	Tb927.7.2940:mRNA-p1;Tb927.7.2930:mRNA-p1;Tb927.7.2920:mRNA-p1;Tb927.7.2910:mRNA-p1;Tb927.7.2900:mRNA-p1;Tb927.7.2890:mRNA-p1;Tb927.7.2880:mRNA-p1;Tb927.7.2870:mRNA-p1;Tb927.7.2860:mRNA-p1;Tb927.7.2850:mRNA-p1;Tb927.7.2840:mRNA-p1;Tb927.7.2830:mRNA-p1;Tb927.7.2820:mRNA-p1	3;3;3;3;3;3;3;3;3;3;3;3;3	3;3;3;3;3;3;3;3;3;3;3;3;3	3;3;3;3;3;3;3;3;3;3;3;3;3	;;;;;;;;;;;;	13	3	3	3	3	3	3	19.4	19.4	19.4	14.212	134	134;134;134;134;134;134;134;134;134;134;134;134;134	6						3	0	4.9989	By MS/MS	1.0116	1.0497	6.452	3	0	Leave out requantified	1.0116	1.0497	6.452	3	0	Leave out requantified	19.4	2076700	1000600	1076000	2076700	1000600	1076000				1691	309;3460;7808	True;True;True	318;3612;8199	434;4800;11032	617;6700;6701;15147	617;6701;15147		
Tb927.7.290:mRNA-p1	Tb927.7.290:mRNA-p1	6	6	6		1	6	6	6	6	6	6	13.4	13.4	13.4	58.754	537	537	2		7					0	56.793	By MS/MS	0.93395	0.91405	35.255	5	0	Leave out requantified	0.93395	0.91405	35.255	5	0	Leave out requantified	13.4	1948400	954650	993710	1948400	954650	993710				1692	1993;2826;3329;3527;4776;8509	True;True;True;True;True;True	2086;2953;3480;3680;4975;8935	2764;3896;4620;4885;6667;12021;12022	3842;3843;5445;6419;6807;9214;16603;16604;16605	3843;5445;6419;6807;9214;16604		
Tb927.7.3030:mRNA-p1;Tb927.7.2990:mRNA-p1	Tb927.7.3030:mRNA-p1;Tb927.7.2990:mRNA-p1	6;6	6;6	6;6	;	2	6	6	6	6	6	6	19.7	19.7	19.7	35.572	309	309;309	4				6			0	7.3526	By MS/MS	1.2107	1.2268	54.498	5	1	Leave out requantified	1.2107	1.2268	54.498	5	1	Leave out requantified	19.7	2533700	1194500	1339200	2533700	1194500	1339200				1693	911;3600;5103;6384;7775;8546	True;True;True;True;True;True	944;3754;5315;6719;8165;8973	1273;4995;7112;8986;10992;12075	1788;6974;6975;9816;12357;15089;15090;16674	1788;6975;9816;12357;15089;16674		
Tb927.7.3040:mRNA-p1	Tb927.7.3040:mRNA-p1	9	9	9		1	9	9	9	9	9	9	18.3	18.3	18.3	69.073	635	635	2		9					0	49.902	By MS/MS	1.0535	1.0093	31.309	6	0	Leave out requantified	1.0535	1.0093	31.309	6	0	Leave out requantified	18.3	5902000	2847000	3055000	5902000	2847000	3055000				1694	407;2409;3003;4520;6103;6852;7509;7544;8117	True;True;True;True;True;True;True;True;True	419;2524;3133;4710;6432;7202;7887;7923;8518	560;3320;4148;6314;8605;9656;10605;10659;11440	784;785;4607;4608;5783;8747;11854;13237;14553;14554;14555;14633;14634;15762;15763	784;4607;5783;8747;11854;13237;14553;14633;15762		
Tb927.7.3050:mRNA-p1	Tb927.7.3050:mRNA-p1	4	4	4		1	4	4	4	4	4	4	5.7	5.7	5.7	131.58	1165	1165	1	4						0	7.9543	By MS/MS	1.0266	1.0002	66.057	3	1	Median	1.0266	1.0002	66.057	3	1	Median	5.7	1262000	660660	601300	1262000	660660	601300				1695	1065;2403;5125;8255	True;True;True;True	1106;2518;5337;8665	1488;3314;7139;11646	2071;4600;9849;9850;16055	2071;4600;9849;16055		
Tb927.7.3080:mRNA-p1	Tb927.7.3080:mRNA-p1	6	6	6		1	6	6	6	6	6	6	17.5	17.5	17.5	47.366	429	429	3.57			3	4			0	23.652	By MS/MS	0.97601	0.96066	6.1567	4	0	Leave out requantified	0.97601	0.96066	6.1567	4	0	Leave out requantified	17.5	2451700	1300000	1151600	2451700	1300000	1151600				1696	207;358;831;4105;5766;8796	True;True;True;True;True;True	213;367;859;860;4280;6076;9234	291;492;1135;1136;5739;8081;12415	413;684;685;1572;1573;8036;8037;11144;17152	413;684;1572;8036;11144;17152	903;904	69;410
Tb927.7.3090:mRNA-p1	Tb927.7.3090:mRNA-p1	2	2	2		1	2	2	2	2	2	2	2.1	2.1	2.1	111.96	1028	1028	1	2						0	5.032	By MS/MS	0.79417	0.80111	22.146	2	0	Median	0.79417	0.80111	22.146	2	0	Median	2.1	300180	155080	145100	300180	155080	145100				1697	2113;5384	True;True	2216;5607	2922;7462	4064;4065;10282	4064;10282		
Tb927.7.3100:mRNA-p1	Tb927.7.3100:mRNA-p1	1	1	1		1	1	1	1	1	1	1	3.5	3.5	3.5	69.706	608	608	2		2					0	3.2971	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.5	100780	40732	60049	100780	40732	60049				1698	411	True	423	565;566	795;796;797	796		
Tb927.7.3140:mRNA-p1	Tb927.7.3140:mRNA-p1	1	1	1		1	1	1	1	1	1	1	5.9	5.9	5.9	20.963	186	186	6						1	0.00054705	2.0319	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5.9	0	0	0	0	0	0				1699	7136	True	7494	10040	13760	13760		
Tb927.7.3170:mRNA-p1	Tb927.7.3170:mRNA-p1	5	5	5		1	5	5	5	5	5	5	15.6	15.6	15.6	43.185	391	391	4				6			0	13.379	By MS/MS	0.89237	0.88923	7.4279	4	1	Leave out requantified	0.89237	0.88923	7.4279	4	1	Leave out requantified	15.6	1719300	867630	851620	1719300	867630	851620				1700	1797;3428;5857;5931;8530	True;True;True;True;True	1882;3579;6176;6251;8956	2492;4760;8266;8267;8376;12055	3451;3452;6648;6649;11409;11410;11549;16646;16647	3451;6649;11409;11549;16647	905;906	180;254
Tb927.7.320:mRNA-p1	Tb927.7.320:mRNA-p1	3	3	3		1	3	3	3	3	3	3	25	25	25	20.27	180	180	5					5		0	20.809	By MS/MS	0.96183	0.99084	4.3719	2	0	Median	0.96183	0.99084	4.3719	2	0	Median	25	424590	195910	228680	424590	195910	228680				1701	4593;5535;7242	True;True;True	4785;5807;5808;7606	6420;7730;7731;10210;10211	8894;8895;10666;10667;10668;10669;14019;14020;14021	8895;10667;14021	907;908	161;170
Tb927.7.3270:mRNA-p1	Tb927.7.3270:mRNA-p1	2	2	2		1	2	2	2	2	2	2	3.2	3.2	3.2	90.386	807	807	1	2						0	2.9836	By MS/MS	0.98387	0.96868	5.9656	2	1	Median	0.98387	0.96868	5.9656	2	1	Median	3.2	406350	175670	230680	406350	175670	230680				1702	6697;8232	True;True	7039;8642	9397;11619	12912;16018	12912;16018		
Tb927.7.3290:mRNA-p1	Tb927.7.3290:mRNA-p1	4	4	4		1	4	4	4	4	4	4	15.5	15.5	15.5	40.159	373	373	4				5			0	8.5128	By MS/MS	0.83342	0.83023	16.642	3	0	Leave out requantified	0.83342	0.83023	16.642	3	0	Leave out requantified	15.5	1098000	631420	466620	1098000	631420	466620				1703	1546;1867;2051;5356	True;True;True;True	1621;1955;2149;5579	2146;2147;2592;2844;7433	2947;2948;3599;3600;3954;10242;10243	2947;3599;3954;10242	909	355
Tb927.7.330:mRNA-p1	Tb927.7.330:mRNA-p1	2	2	2		1	2	2	2	2	2	2	11.4	11.4	11.4	21.139	193	193	5.25					3	1	0	2.6695	By MS/MS	0.71426	0.74518	8.8171	3	0	Plateau	0.71426	0.74518	8.8171	3	0	Plateau	11.4	1228600	724210	504400	1228600	724210	504400				1704	5433;7496	True;True	5664;5665;7874	7530;7531;7532;10587	10371;10372;10373;10374;14525	10373;14525	910	1
Tb927.7.3370:mRNA-p1	Tb927.7.3370:mRNA-p1	8	8	8		1	8	8	8	8	8	8	13.1	13.1	13.1	67.485	596	596	2		9					0	17.857	By MS/MS	0.90675	0.85879	18.558	6	2	Leave out requantified	0.90675	0.85879	18.558	6	2	Leave out requantified	13.1	2194200	1179400	1014800	2194200	1179400	1014800				1705	266;2752;2897;4079;4937;5754;6219;6248	True;True;True;True;True;True;True;True	275;2876;3026;4254;5146;6064;6549;6580	374;3797;4029;5707;6889;8059;8060;8758;8798	532;5307;5620;7989;7990;9518;11114;11115;12051;12107	532;5307;5620;7989;9518;11115;12051;12107		
Tb927.7.3380:mRNA-p1	Tb927.7.3380:mRNA-p1	1	1	1		1	1	1	1	1	1	1	4.3	4.3	4.3	32.854	276	276	4				1			0.00057571	2.3741	By MS/MS	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	4.3	370230	364330	5895.5	370230	364330	5895.5				1706	4516	True	4706	6307	8739	8739		
Tb927.7.3410:mRNA-p1	Tb927.7.3410:mRNA-p1	3	3	3		1	3	3	3	3	3	3	23.5	23.5	23.5	16.552	149	149	6						3	0	7.2114	By MS/MS	0.95045	0.95513	4.4689	3	0	Leave out requantified	0.95045	0.95513	4.4689	3	0	Leave out requantified	23.5	1703200	827860	875310	1703200	827860	875310				1707	70;2996;6900	True;True;True	72;3126;7250	90;4138;9718	125;126;5769;5770;13324;13325;13326	126;5769;13324	911	53
Tb927.7.3430:mRNA-p1	Tb927.7.3430:mRNA-p1	3	3	3		1	3	3	3	3	3	3	16.9	16.9	16.9	25.548	231	231	5					4		0	10.743	By MS/MS	1.0961	1.1349	1.5922	3	1	Median	1.0961	1.1349	1.5922	3	1	Median	16.9	544650	247060	297590	544650	247060	297590				1708	2208;7917;8244	True;True;True	2317;8310;8654	3063;3064;11178;11634	4252;4253;4254;15364;16039	4252;15364;16039		
Tb927.7.3490:mRNA-p1	Tb927.7.3490:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1.8	1.8	1.8	91.731	820	820	1	1						0	3.2182	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	1.8	152180	91036	61145	152180	91036	61145				1709	8016	True	8413	11307	15553;15554	15553		
Tb927.7.3500:mRNA-p1	Tb927.7.3500:mRNA-p1	4	4	4		1	4	4	4	4	4	4	19.6	19.6	19.6	35.436	312	312	4				4			0	4.3135	By MS/MS	0.052146	0.051442	30.068	2	2	Median	0.052146	0.051442	30.068	2	2	Median	19.6	999850	968750	31103	999850	968750	31103				1710	2411;5386;6665;9195	True;True;True;True	2526;5609;7005;9661	3324;7464;9334;12965	4613;10284;12831;17908	4613;10284;12831;17908		
Tb927.7.3510:mRNA-p1	Tb927.7.3510:mRNA-p1	8	8	8		1	8	8	8	8	8	8	18.9	18.9	18.9	56.445	482	482	3			8				0	17.965	By MS/MS	0.91301	0.93008	14.945	6	0	Leave out requantified	0.91301	0.93008	14.945	6	0	Leave out requantified	18.9	2208600	1118300	1090300	2208600	1118300	1090300				1711	1730;2401;3018;3448;4015;5280;8217;8421	True;True;True;True;True;True;True;True	1811;2516;3148;3599;4189;5499;8625;8841	2404;3312;4165;4784;5616;7341;11596;11902	3312;3313;4598;5804;5805;6681;6682;7880;10125;10126;10127;15991;16426;16427	3312;4598;5805;6682;7880;10126;15991;16426		
Tb927.7.3540:mRNA-p1	Tb927.7.3540:mRNA-p1	1	1	1		1	1	1	1	1	1	1	5.5	5.5	5.5	29.572	271	271	5					1		0.0064071	1.3732	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5.5	0	0	0	0	0	0				1712	3135	True	3279	4339	6034	6034		
Tb927.7.3570:mRNA-p1	Tb927.7.3570:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.2	2.2	2.2	79.931	734	734	2		1					0.00052604	1.7446	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.2	165030	80410	84619	165030	80410	84619				1713	4659	True	4855	6505	9009	9009		
Tb927.7.3700:mRNA-p1	Tb927.7.3700:mRNA-p1	1	1	1		1	1	1	1	1	1	1	3.6	3.6	3.6	33.765	305	305	4				1			0	2.5427	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.6	166370	166370	0	166370	166370	0				1714	7380	True	7753	10416	14298	14298		
Tb927.7.3710:mRNA-p1	Tb927.7.3710:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.5	2.5	2.5	51.815	472	472	3			1				0.0063851	1.3604	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.5	145200	53727	91476	145200	53727	91476				1715	1657	True	1735	2309	3161	3161		
Tb927.7.3810:mRNA-p1	Tb927.7.3810:mRNA-p1	2	2	2		1	2	2	2	2	2	2	6.3	6.3	6.3	41.685	381	381	4				3			0	13.472	By MS/MS	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	6.3	458820	236170	222650	458820	236170	222650				1716	1658;2012	True;True	1736;2110	2310;2792;2793	3162;3882;3883	3162;3882		
Tb927.7.3820:mRNA-p1	Tb927.7.3820:mRNA-p1	4	4	4		1	4	4	4	4	4	4	8.9	8.9	8.9	71.793	696	696	2		4					0	12.809	By MS/MS	1.2668	1.2009	18.445	3	0	Leave out requantified	1.2668	1.2009	18.445	3	0	Leave out requantified	8.9	1565800	720770	845070	1565800	720770	845070				1717	4648;6018;6909;7162	True;True;True;True	4843;6343;7260;7522	6490;8502;9730;10087	8987;11715;13339;13340;13823	8987;11715;13339;13823		
Tb927.7.3880:mRNA-p1	Tb927.7.3880:mRNA-p1	7	7	7		1	7	7	7	7	7	7	10.4	10.4	10.4	87.072	776	776	1.5	6		2				0	20.983	By MS/MS	0.99505	0.93533	19.272	4	1	Leave out requantified	0.99505	0.93533	19.272	4	1	Leave out requantified	10.4	1199300	599510	599750	1199300	599510	599750				1718	1159;1321;1476;2037;4877;5864;8492	True;True;True;True;True;True;True	1211;1378;1544;2135;5078;6183;8916	1626;1833;2026;2825;2826;6800;8285;11992	2250;2251;2534;2797;3926;3927;9402;11431;11432;16552	2251;2534;2797;3926;9402;11431;16552		
Tb927.7.3910:mRNA-p1	Tb927.7.3910:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1.6	1.6	1.6	57.602	504	504	3			1				0.0025628	1.569	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	1.6	373650	158520	215130	373650	158520	215130				1719	4411	True	4599	6166	8547	8547		
Tb927.7.3930:mRNA-p1	Tb927.7.3930:mRNA-p1	1	1	1		1	1	1	1	1	1	1	0.9	0.9	0.9	154.63	1399	1399	2		1					1	-2	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	0.9	15071000	14917000	153870	15071000	14917000	153870	+			1720	6083	True	6410	8580	11823	11823	912	1062
Tb927.7.3940:mRNA-p1	Tb927.7.3940:mRNA-p1	1	1	1		1	1	1	1	1	1	1	5.1	5.1	5.1	36.34	331	331	4				1			0	2.6948	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	5.1	212950	90009	122940	212950	90009	122940				1721	3308	True	3458	4592	6385	6385		
Tb927.7.3960:mRNA-p1	Tb927.7.3960:mRNA-p1	2	2	2		1	2	2	2	2	2	2	15.6	15.6	15.6	19.13	167	167	6						2	0	4.1099	By MS/MS	1.2404	1.264	3.0802	2	0	Median	1.2404	1.264	3.0802	2	0	Median	15.6	734180	304570	429610	734180	304570	429610				1722	2586;9058	True;True	2707;9507	3566;12772	4964;17630	4964;17630	913	125
Tb927.7.3970:mRNA-p1	Tb927.7.3970:mRNA-p1	2	2	2		1	2	2	2	2	2	2	10.6	10.6	10.6	35.334	320	320	4				2			0	4.2231	By MS/MS	1.1022	1.0961	6.4453	2	0	Median	1.1022	1.0961	6.4453	2	0	Median	10.6	1195100	508770	686350	1195100	508770	686350				1723	2300;7446	True;True	2410;7823	3178;10505	4412;4413;14424	4412;14424		
